,date,county,state,fips,cases,deaths
623142,2020-10-12,Middlesex,Massachusetts,25017.0,29225,2192.0
623143,2020-10-12,Nantucket,Massachusetts,25019.0,131,1.0
623144,2020-10-12,Norfolk,Massachusetts,25021.0,10880,1083.0
623145,2020-10-12,Plymouth,Massachusetts,25023.0,10324,783.0
623146,2020-10-12,Suffolk,Massachusetts,25025.0,25702,1147.0
623147,2020-10-12,Unknown,Massachusetts,,3015,6.0
623148,2020-10-12,Worcester,Massachusetts,25027.0,15141,1129.0
626376,2020-10-13,Barnstable,Massachusetts,25001.0,1878,178.0
626377,2020-10-13,Berkshire,Massachusetts,25003.0,732,51.0
626378,2020-10-13,Bristol,Massachusetts,25005.0,10739,725.0
626379,2020-10-13,Dukes,Massachusetts,25007.0,70,0.0
626380,2020-10-13,Essex,Massachusetts,25009.0,21380,1313.0
626381,2020-10-13,Franklin,Massachusetts,25011.0,426,71.0
626382,2020-10-13,Hampden,Massachusetts,25013.0,8854,792.0
626383,2020-10-13,Hampshire,Massachusetts,25015.0,1364,150.0
626384,2020-10-13,Middlesex,Massachusetts,25017.0,29358,2196.0
626385,2020-10-13,Nantucket,Massachusetts,25019.0,131,1.0
626386,2020-10-13,Norfolk,Massachusetts,25021.0,10942,1084.0
626387,2020-10-13,Plymouth,Massachusetts,25023.0,10380,784.0
626388,2020-10-13,Suffolk,Massachusetts,25025.0,25824,1148.0
626389,2020-10-13,Unknown,Massachusetts,,3145,6.0
626390,2020-10-13,Worcester,Massachusetts,25027.0,15189,1131.0
629620,2020-10-14,Barnstable,Massachusetts,25001.0,1877,178.0
629621,2020-10-14,Berkshire,Massachusetts,25003.0,733,51.0
629622,2020-10-14,Bristol,Massachusetts,25005.0,10777,725.0
629623,2020-10-14,Dukes,Massachusetts,25007.0,70,0.0
629624,2020-10-14,Essex,Massachusetts,25009.0,21516,1315.0
629625,2020-10-14,Franklin,Massachusetts,25011.0,426,71.0
629626,2020-10-14,Hampden,Massachusetts,25013.0,8894,794.0
629627,2020-10-14,Hampshire,Massachusetts,25015.0,1374,152.0
629628,2020-10-14,Middlesex,Massachusetts,25017.0,29460,2200.0
629629,2020-10-14,Nantucket,Massachusetts,25019.0,131,1.0
629630,2020-10-14,Norfolk,Massachusetts,25021.0,10975,1086.0
629631,2020-10-14,Plymouth,Massachusetts,25023.0,10424,786.0
629632,2020-10-14,Suffolk,Massachusetts,25025.0,25896,1150.0
629633,2020-10-14,Unknown,Massachusetts,,3201,6.0
629634,2020-10-14,Worcester,Massachusetts,25027.0,15238,1132.0
632865,2020-10-15,Barnstable,Massachusetts,25001.0,1882,178.0
632866,2020-10-15,Berkshire,Massachusetts,25003.0,735,51.0
632867,2020-10-15,Bristol,Massachusetts,25005.0,10828,727.0
632868,2020-10-15,Dukes,Massachusetts,25007.0,70,0.0
632869,2020-10-15,Essex,Massachusetts,25009.0,21619,1318.0
632870,2020-10-15,Franklin,Massachusetts,25011.0,426,71.0
632871,2020-10-15,Hampden,Massachusetts,25013.0,8921,794.0
632872,2020-10-15,Hampshire,Massachusetts,25015.0,1376,152.0
632873,2020-10-15,Middlesex,Massachusetts,25017.0,29587,2205.0
632874,2020-10-15,Nantucket,Massachusetts,25019.0,132,1.0
632875,2020-10-15,Norfolk,Massachusetts,25021.0,11008,1086.0
632876,2020-10-15,Plymouth,Massachusetts,25023.0,10486,793.0
632877,2020-10-15,Suffolk,Massachusetts,25025.0,26012,1153.0
632878,2020-10-15,Unknown,Massachusetts,,3217,6.0
632879,2020-10-15,Worcester,Massachusetts,25027.0,15280,1137.0
636111,2020-10-16,Barnstable,Massachusetts,25001.0,1888,180.0
636112,2020-10-16,Berkshire,Massachusetts,25003.0,735,51.0
636113,2020-10-16,Bristol,Massachusetts,25005.0,10864,729.0
636114,2020-10-16,Dukes,Massachusetts,25007.0,70,0.0
636115,2020-10-16,Essex,Massachusetts,25009.0,21736,1320.0
636116,2020-10-16,Franklin,Massachusetts,25011.0,432,71.0
636117,2020-10-16,Hampden,Massachusetts,25013.0,8971,796.0
636118,2020-10-16,Hampshire,Massachusetts,25015.0,1386,152.0
636119,2020-10-16,Middlesex,Massachusetts,25017.0,29728,2214.0
636120,2020-10-16,Nantucket,Massachusetts,25019.0,132,1.0
636121,2020-10-16,Norfolk,Massachusetts,25021.0,11050,1087.0
636122,2020-10-16,Plymouth,Massachusetts,25023.0,10540,800.0
636123,2020-10-16,Suffolk,Massachusetts,25025.0,26160,1155.0
636124,2020-10-16,Unknown,Massachusetts,,3297,6.0
636125,2020-10-16,Worcester,Massachusetts,25027.0,15357,1140.0
639357,2020-10-17,Barnstable,Massachusetts,25001.0,1888,181.0
639358,2020-10-17,Berkshire,Massachusetts,25003.0,736,51.0
639359,2020-10-17,Bristol,Massachusetts,25005.0,10919,731.0
639360,2020-10-17,Dukes,Massachusetts,25007.0,71,0.0
639361,2020-10-17,Essex,Massachusetts,25009.0,21865,1322.0
639362,2020-10-17,Franklin,Massachusetts,25011.0,434,71.0
639363,2020-10-17,Hampden,Massachusetts,25013.0,9014,798.0
639364,2020-10-17,Hampshire,Massachusetts,25015.0,1389,153.0
639365,2020-10-17,Middlesex,Massachusetts,25017.0,29845,2219.0
639366,2020-10-17,Nantucket,Massachusetts,25019.0,133,1.0
639367,2020-10-17,Norfolk,Massachusetts,25021.0,11085,1090.0
639368,2020-10-17,Plymouth,Massachusetts,25023.0,10573,802.0
639369,2020-10-17,Suffolk,Massachusetts,25025.0,26250,1156.0
639370,2020-10-17,Unknown,Massachusetts,,3316,6.0
639371,2020-10-17,Worcester,Massachusetts,25027.0,15412,1142.0
642604,2020-10-18,Barnstable,Massachusetts,25001.0,1896,181.0
642605,2020-10-18,Berkshire,Massachusetts,25003.0,736,51.0
642606,2020-10-18,Bristol,Massachusetts,25005.0,10985,731.0
642607,2020-10-18,Dukes,Massachusetts,25007.0,71,0.0
642608,2020-10-18,Essex,Massachusetts,25009.0,22035,1326.0
642609,2020-10-18,Franklin,Massachusetts,25011.0,437,72.0
642610,2020-10-18,Hampden,Massachusetts,25013.0,9074,798.0
642611,2020-10-18,Hampshire,Massachusetts,25015.0,1400,153.0
642612,2020-10-18,Middlesex,Massachusetts,25017.0,29986,2223.0
642613,2020-10-18,Nantucket,Massachusetts,25019.0,133,1.0
642614,2020-10-18,Norfolk,Massachusetts,25021.0,11128,1091.0
642615,2020-10-18,Plymouth,Massachusetts,25023.0,10619,804.0
642616,2020-10-18,Suffolk,Massachusetts,25025.0,26383,1156.0
642617,2020-10-18,Unknown,Massachusetts,,3302,6.0
642618,2020-10-18,Worcester,Massachusetts,25027.0,15475,1144.0
645851,2020-10-19,Barnstable,Massachusetts,25001.0,1898,181.0
645852,2020-10-19,Berkshire,Massachusetts,25003.0,740,51.0
645853,2020-10-19,Bristol,Massachusetts,25005.0,11046,732.0
645854,2020-10-19,Dukes,Massachusetts,25007.0,71,0.0
645855,2020-10-19,Essex,Massachusetts,25009.0,22192,1330.0
645856,2020-10-19,Franklin,Massachusetts,25011.0,438,72.0
645857,2020-10-19,Hampden,Massachusetts,25013.0,9125,799.0
645858,2020-10-19,Hampshire,Massachusetts,25015.0,1401,153.0
645859,2020-10-19,Middlesex,Massachusetts,25017.0,30182,2226.0
645860,2020-10-19,Nantucket,Massachusetts,25019.0,133,1.0
645861,2020-10-19,Norfolk,Massachusetts,25021.0,11176,1093.0
645862,2020-10-19,Plymouth,Massachusetts,25023.0,10693,804.0
645863,2020-10-19,Suffolk,Massachusetts,25025.0,26546,1160.0
645864,2020-10-19,Unknown,Massachusetts,,3303,6.0
645865,2020-10-19,Worcester,Massachusetts,25027.0,15544,1145.0
649095,2020-10-20,Barnstable,Massachusetts,25001.0,1902,181.0
649096,2020-10-20,Berkshire,Massachusetts,25003.0,742,51.0
649097,2020-10-20,Bristol,Massachusetts,25005.0,11126,732.0
649098,2020-10-20,Dukes,Massachusetts,25007.0,71,0.0
649099,2020-10-20,Essex,Massachusetts,25009.0,22315,1330.0
649100,2020-10-20,Franklin,Massachusetts,25011.0,441,72.0
649101,2020-10-20,Hampden,Massachusetts,25013.0,9171,799.0
649102,2020-10-20,Hampshire,Massachusetts,25015.0,1412,153.0
649103,2020-10-20,Middlesex,Massachusetts,25017.0,30367,2226.0
649104,2020-10-20,Nantucket,Massachusetts,25019.0,137,1.0
649105,2020-10-20,Norfolk,Massachusetts,25021.0,11238,1093.0
649106,2020-10-20,Plymouth,Massachusetts,25023.0,10786,806.0
649107,2020-10-20,Suffolk,Massachusetts,25025.0,26663,1161.0
649108,2020-10-20,Unknown,Massachusetts,,3471,6.0
649109,2020-10-20,Worcester,Massachusetts,25027.0,15622,1147.0
652340,2020-10-21,Barnstable,Massachusetts,25001.0,1911,181.0
652341,2020-10-21,Berkshire,Massachusetts,25003.0,742,51.0
652342,2020-10-21,Bristol,Massachusetts,25005.0,11170,733.0
652343,2020-10-21,Dukes,Massachusetts,25007.0,71,0.0
652344,2020-10-21,Essex,Massachusetts,25009.0,22446,1331.0
652345,2020-10-21,Franklin,Massachusetts,25011.0,445,72.0
652346,2020-10-21,Hampden,Massachusetts,25013.0,9219,800.0
652347,2020-10-21,Hampshire,Massachusetts,25015.0,1420,153.0
652348,2020-10-21,Middlesex,Massachusetts,25017.0,30502,2232.0
652349,2020-10-21,Nantucket,Massachusetts,25019.0,137,1.0
652350,2020-10-21,Norfolk,Massachusetts,25021.0,11274,1094.0
652351,2020-10-21,Plymouth,Massachusetts,25023.0,10824,809.0
652352,2020-10-21,Suffolk,Massachusetts,25025.0,26787,1163.0
652353,2020-10-21,Unknown,Massachusetts,,3537,6.0
652354,2020-10-21,Worcester,Massachusetts,25027.0,15681,1154.0
655585,2020-10-22,Barnstable,Massachusetts,25001.0,1922,182.0
655586,2020-10-22,Berkshire,Massachusetts,25003.0,744,51.0
655587,2020-10-22,Bristol,Massachusetts,25005.0,11334,735.0
655588,2020-10-22,Dukes,Massachusetts,25007.0,71,0.0
655589,2020-10-22,Essex,Massachusetts,25009.0,22596,1333.0
655590,2020-10-22,Franklin,Massachusetts,25011.0,456,72.0
655591,2020-10-22,Hampden,Massachusetts,25013.0,9305,804.0
655592,2020-10-22,Hampshire,Massachusetts,25015.0,1430,153.0
655593,2020-10-22,Middlesex,Massachusetts,25017.0,30656,2240.0
655594,2020-10-22,Nantucket,Massachusetts,25019.0,138,1.0
655595,2020-10-22,Norfolk,Massachusetts,25021.0,11336,1097.0
655596,2020-10-22,Plymouth,Massachusetts,25023.0,10895,814.0
655597,2020-10-22,Suffolk,Massachusetts,25025.0,26954,1166.0
655598,2020-10-22,Unknown,Massachusetts,,3600,6.0
655599,2020-10-22,Worcester,Massachusetts,25027.0,15778,1156.0
658830,2020-10-23,Barnstable,Massachusetts,25001.0,1929,182.0
658831,2020-10-23,Berkshire,Massachusetts,25003.0,747,51.0
658832,2020-10-23,Bristol,Massachusetts,25005.0,11451,735.0
658833,2020-10-23,Dukes,Massachusetts,25007.0,73,0.0
658834,2020-10-23,Essex,Massachusetts,25009.0,22739,1336.0
658835,2020-10-23,Franklin,Massachusetts,25011.0,456,72.0
658836,2020-10-23,Hampden,Massachusetts,25013.0,9379,807.0
658837,2020-10-23,Hampshire,Massachusetts,25015.0,1435,153.0
658838,2020-10-23,Middlesex,Massachusetts,25017.0,30831,2243.0
658839,2020-10-23,Nantucket,Massachusetts,25019.0,140,1.0
658840,2020-10-23,Norfolk,Massachusetts,25021.0,11397,1099.0
658841,2020-10-23,Plymouth,Massachusetts,25023.0,10975,820.0
658842,2020-10-23,Suffolk,Massachusetts,25025.0,27180,1168.0
658843,2020-10-23,Unknown,Massachusetts,,3693,6.0
658844,2020-10-23,Worcester,Massachusetts,25027.0,15860,1157.0
662074,2020-10-24,Barnstable,Massachusetts,25001.0,1933,182.0
662075,2020-10-24,Berkshire,Massachusetts,25003.0,751,51.0
662076,2020-10-24,Bristol,Massachusetts,25005.0,11568,737.0
662077,2020-10-24,Dukes,Massachusetts,25007.0,73,0.0
662078,2020-10-24,Essex,Massachusetts,25009.0,22939,1337.0
662079,2020-10-24,Franklin,Massachusetts,25011.0,460,72.0
662080,2020-10-24,Hampden,Massachusetts,25013.0,9501,809.0
662081,2020-10-24,Hampshire,Massachusetts,25015.0,1441,153.0
662082,2020-10-24,Middlesex,Massachusetts,25017.0,31032,2245.0
662083,2020-10-24,Nantucket,Massachusetts,25019.0,145,1.0
662084,2020-10-24,Norfolk,Massachusetts,25021.0,11469,1101.0
662085,2020-10-24,Plymouth,Massachusetts,25023.0,11067,820.0
662086,2020-10-24,Suffolk,Massachusetts,25025.0,27346,1168.0
662087,2020-10-24,Unknown,Massachusetts,,3786,6.0
662088,2020-10-24,Worcester,Massachusetts,25027.0,15977,1157.0
665319,2020-10-25,Barnstable,Massachusetts,25001.0,1944,182.0
665320,2020-10-25,Berkshire,Massachusetts,25003.0,761,51.0
665321,2020-10-25,Bristol,Massachusetts,25005.0,11718,741.0
665322,2020-10-25,Dukes,Massachusetts,25007.0,73,0.0
665323,2020-10-25,Essex,Massachusetts,25009.0,23175,1340.0
665324,2020-10-25,Franklin,Massachusetts,25011.0,461,72.0
665325,2020-10-25,Hampden,Massachusetts,25013.0,9548,811.0
665326,2020-10-25,Hampshire,Massachusetts,25015.0,1449,154.0
665327,2020-10-25,Middlesex,Massachusetts,25017.0,31257,2252.0
665328,2020-10-25,Nantucket,Massachusetts,25019.0,145,1.0
665329,2020-10-25,Norfolk,Massachusetts,25021.0,11530,1104.0
665330,2020-10-25,Plymouth,Massachusetts,25023.0,11123,823.0
665331,2020-10-25,Suffolk,Massachusetts,25025.0,27571,1169.0
665332,2020-10-25,Unknown,Massachusetts,,3746,6.0
665333,2020-10-25,Worcester,Massachusetts,25027.0,16064,1158.0
668563,2020-10-26,Barnstable,Massachusetts,25001.0,1968,182.0
668564,2020-10-26,Berkshire,Massachusetts,25003.0,765,51.0
668565,2020-10-26,Bristol,Massachusetts,25005.0,11878,743.0
668566,2020-10-26,Dukes,Massachusetts,25007.0,75,0.0
668567,2020-10-26,Essex,Massachusetts,25009.0,23296,1341.0
668568,2020-10-26,Franklin,Massachusetts,25011.0,467,72.0
668569,2020-10-26,Hampden,Massachusetts,25013.0,9723,812.0
668570,2020-10-26,Hampshire,Massachusetts,25015.0,1458,154.0
668571,2020-10-26,Middlesex,Massachusetts,25017.0,31401,2256.0
668572,2020-10-26,Nantucket,Massachusetts,25019.0,154,1.0
668573,2020-10-26,Norfolk,Massachusetts,25021.0,11591,1105.0
668574,2020-10-26,Plymouth,Massachusetts,25023.0,11217,826.0
668575,2020-10-26,Suffolk,Massachusetts,25025.0,27823,1171.0
668576,2020-10-26,Unknown,Massachusetts,,3751,6.0
668577,2020-10-26,Worcester,Massachusetts,25027.0,16210,1161.0
671805,2020-10-27,Barnstable,Massachusetts,25001.0,1992,182.0
671806,2020-10-27,Berkshire,Massachusetts,25003.0,774,52.0
671807,2020-10-27,Bristol,Massachusetts,25005.0,11986,743.0
671808,2020-10-27,Dukes,Massachusetts,25007.0,76,0.0
671809,2020-10-27,Essex,Massachusetts,25009.0,23418,1342.0
671810,2020-10-27,Franklin,Massachusetts,25011.0,472,72.0
671811,2020-10-27,Hampden,Massachusetts,25013.0,9800,812.0
671812,2020-10-27,Hampshire,Massachusetts,25015.0,1465,154.0
671813,2020-10-27,Middlesex,Massachusetts,25017.0,31594,2257.0
671814,2020-10-27,Nantucket,Massachusetts,25019.0,154,1.0
671815,2020-10-27,Norfolk,Massachusetts,25021.0,11676,1106.0
671816,2020-10-27,Plymouth,Massachusetts,25023.0,11294,828.0
671817,2020-10-27,Suffolk,Massachusetts,25025.0,27992,1171.0
671818,2020-10-27,Unknown,Massachusetts,,3995,6.0
671819,2020-10-27,Worcester,Massachusetts,25027.0,16349,1162.0
675048,2020-10-28,Barnstable,Massachusetts,25001.0,1999,183.0
675049,2020-10-28,Berkshire,Massachusetts,25003.0,780,52.0
675050,2020-10-28,Bristol,Massachusetts,25005.0,12167,750.0
675051,2020-10-28,Dukes,Massachusetts,25007.0,78,0.0
675052,2020-10-28,Essex,Massachusetts,25009.0,23642,1343.0
675053,2020-10-28,Franklin,Massachusetts,25011.0,472,72.0
675054,2020-10-28,Hampden,Massachusetts,25013.0,9901,815.0
675055,2020-10-28,Hampshire,Massachusetts,25015.0,1472,155.0
675056,2020-10-28,Middlesex,Massachusetts,25017.0,31808,2265.0
675057,2020-10-28,Nantucket,Massachusetts,25019.0,163,1.0
675058,2020-10-28,Norfolk,Massachusetts,25021.0,11733,1108.0
675059,2020-10-28,Plymouth,Massachusetts,25023.0,11350,832.0
675060,2020-10-28,Suffolk,Massachusetts,25025.0,28152,1173.0
675061,2020-10-28,Unknown,Massachusetts,,4030,6.0
675062,2020-10-28,Worcester,Massachusetts,25027.0,16471,1169.0
678290,2020-10-29,Barnstable,Massachusetts,25001.0,2004,183.0
678291,2020-10-29,Berkshire,Massachusetts,25003.0,781,52.0
678292,2020-10-29,Bristol,Massachusetts,25005.0,12338,752.0
678293,2020-10-29,Dukes,Massachusetts,25007.0,80,0.0
678294,2020-10-29,Essex,Massachusetts,25009.0,23861,1348.0
678295,2020-10-29,Franklin,Massachusetts,25011.0,478,73.0
678296,2020-10-29,Hampden,Massachusetts,25013.0,10016,816.0
678297,2020-10-29,Hampshire,Massachusetts,25015.0,1484,155.0
678298,2020-10-29,Middlesex,Massachusetts,25017.0,32015,2272.0
678299,2020-10-29,Nantucket,Massachusetts,25019.0,164,1.0
678300,2020-10-29,Norfolk,Massachusetts,25021.0,11814,1110.0
678301,2020-10-29,Plymouth,Massachusetts,25023.0,11423,835.0
678302,2020-10-29,Suffolk,Massachusetts,25025.0,28400,1177.0
678303,2020-10-29,Unknown,Massachusetts,,4126,6.0
678304,2020-10-29,Worcester,Massachusetts,25027.0,16580,1171.0
681534,2020-10-30,Barnstable,Massachusetts,25001.0,2020,183.0
681535,2020-10-30,Berkshire,Massachusetts,25003.0,783,52.0
681536,2020-10-30,Bristol,Massachusetts,25005.0,12533,757.0
681537,2020-10-30,Dukes,Massachusetts,25007.0,85,0.0
681538,2020-10-30,Essex,Massachusetts,25009.0,24089,1353.0
681539,2020-10-30,Franklin,Massachusetts,25011.0,479,73.0
681540,2020-10-30,Hampden,Massachusetts,25013.0,10151,816.0
681541,2020-10-30,Hampshire,Massachusetts,25015.0,1503,155.0
681542,2020-10-30,Middlesex,Massachusetts,25017.0,32295,2279.0
681543,2020-10-30,Nantucket,Massachusetts,25019.0,168,1.0
681544,2020-10-30,Norfolk,Massachusetts,25021.0,11891,1111.0
681545,2020-10-30,Plymouth,Massachusetts,25023.0,11486,836.0
681546,2020-10-30,Suffolk,Massachusetts,25025.0,28660,1180.0
681547,2020-10-30,Unknown,Massachusetts,,4238,6.0
681548,2020-10-30,Worcester,Massachusetts,25027.0,16765,1173.0
684777,2020-10-31,Barnstable,Massachusetts,25001.0,2029,185.0
684778,2020-10-31,Berkshire,Massachusetts,25003.0,784,52.0
684779,2020-10-31,Bristol,Massachusetts,25005.0,12708,761.0
684780,2020-10-31,Dukes,Massachusetts,25007.0,89,0.0
684781,2020-10-31,Essex,Massachusetts,25009.0,24319,1356.0
684782,2020-10-31,Franklin,Massachusetts,25011.0,479,73.0
684783,2020-10-31,Hampden,Massachusetts,25013.0,10254,817.0
684784,2020-10-31,Hampshire,Massachusetts,25015.0,1509,155.0
684785,2020-10-31,Middlesex,Massachusetts,25017.0,32557,2281.0
684786,2020-10-31,Nantucket,Massachusetts,25019.0,169,1.0
684787,2020-10-31,Norfolk,Massachusetts,25021.0,11991,1111.0
684788,2020-10-31,Plymouth,Massachusetts,25023.0,11563,837.0
684789,2020-10-31,Suffolk,Massachusetts,25025.0,28851,1181.0
684790,2020-10-31,Unknown,Massachusetts,,4380,6.0
684791,2020-10-31,Worcester,Massachusetts,25027.0,16894,1175.0
688021,2020-11-01,Barnstable,Massachusetts,25001.0,2051,185.0
688022,2020-11-01,Berkshire,Massachusetts,25003.0,789,52.0
688023,2020-11-01,Bristol,Massachusetts,25005.0,12812,763.0
688024,2020-11-01,Dukes,Massachusetts,25007.0,90,0.0
688025,2020-11-01,Essex,Massachusetts,25009.0,24500,1358.0
688026,2020-11-01,Franklin,Massachusetts,25011.0,483,73.0
688027,2020-11-01,Hampden,Massachusetts,25013.0,10359,821.0
688028,2020-11-01,Hampshire,Massachusetts,25015.0,1520,155.0
688029,2020-11-01,Middlesex,Massachusetts,25017.0,32781,2288.0
688030,2020-11-01,Nantucket,Massachusetts,25019.0,172,1.0
688031,2020-11-01,Norfolk,Massachusetts,25021.0,12089,1112.0
688032,2020-11-01,Plymouth,Massachusetts,25023.0,11631,839.0
688033,2020-11-01,Suffolk,Massachusetts,25025.0,29031,1183.0
688034,2020-11-01,Unknown,Massachusetts,,4382,6.0
688035,2020-11-01,Worcester,Massachusetts,25027.0,17017,1177.0
691266,2020-11-02,Barnstable,Massachusetts,25001.0,2060,185.0
691267,2020-11-02,Berkshire,Massachusetts,25003.0,803,52.0
691268,2020-11-02,Bristol,Massachusetts,25005.0,12917,764.0
691269,2020-11-02,Dukes,Massachusetts,25007.0,90,0.0
691270,2020-11-02,Essex,Massachusetts,25009.0,24612,1358.0
691271,2020-11-02,Franklin,Massachusetts,25011.0,487,74.0
691272,2020-11-02,Hampden,Massachusetts,25013.0,10425,822.0
691273,2020-11-02,Hampshire,Massachusetts,25015.0,1521,155.0
691274,2020-11-02,Middlesex,Massachusetts,25017.0,32907,2288.0
691275,2020-11-02,Nantucket,Massachusetts,25019.0,172,1.0
691276,2020-11-02,Norfolk,Massachusetts,25021.0,12138,1114.0
691277,2020-11-02,Plymouth,Massachusetts,25023.0,11681,841.0
691278,2020-11-02,Suffolk,Massachusetts,25025.0,29166,1184.0
691279,2020-11-02,Unknown,Massachusetts,,4493,6.0
691280,2020-11-02,Worcester,Massachusetts,25027.0,17077,1179.0
694508,2020-11-03,Barnstable,Massachusetts,25001.0,2065,185.0
694509,2020-11-03,Berkshire,Massachusetts,25003.0,808,52.0
694510,2020-11-03,Bristol,Massachusetts,25005.0,13010,766.0
694511,2020-11-03,Dukes,Massachusetts,25007.0,92,0.0
694512,2020-11-03,Essex,Massachusetts,25009.0,24724,1361.0
694513,2020-11-03,Franklin,Massachusetts,25011.0,487,74.0
694514,2020-11-03,Hampden,Massachusetts,25013.0,10523,824.0
694515,2020-11-03,Hampshire,Massachusetts,25015.0,1537,155.0
694516,2020-11-03,Middlesex,Massachusetts,25017.0,33119,2290.0
694517,2020-11-03,Nantucket,Massachusetts,25019.0,174,1.0
694518,2020-11-03,Norfolk,Massachusetts,25021.0,12222,1114.0
694519,2020-11-03,Plymouth,Massachusetts,25023.0,11747,843.0
694520,2020-11-03,Suffolk,Massachusetts,25025.0,29269,1184.0
694521,2020-11-03,Unknown,Massachusetts,,4607,6.0
694522,2020-11-03,Worcester,Massachusetts,25027.0,17201,1180.0
697751,2020-11-04,Barnstable,Massachusetts,25001.0,2078,186.0
697752,2020-11-04,Berkshire,Massachusetts,25003.0,814,52.0
697753,2020-11-04,Bristol,Massachusetts,25005.0,13239,769.0
697754,2020-11-04,Dukes,Massachusetts,25007.0,94,0.0
697755,2020-11-04,Essex,Massachusetts,25009.0,25065,1362.0
697756,2020-11-04,Franklin,Massachusetts,25011.0,490,74.0
697757,2020-11-04,Hampden,Massachusetts,25013.0,10651,825.0
697758,2020-11-04,Hampshire,Massachusetts,25015.0,1559,156.0
697759,2020-11-04,Middlesex,Massachusetts,25017.0,33452,2297.0
697760,2020-11-04,Nantucket,Massachusetts,25019.0,178,1.0
697761,2020-11-04,Norfolk,Massachusetts,25021.0,12291,1116.0
697762,2020-11-04,Plymouth,Massachusetts,25023.0,11831,848.0
697763,2020-11-04,Suffolk,Massachusetts,25025.0,29474,1187.0
697764,2020-11-04,Unknown,Massachusetts,,4735,6.0
697765,2020-11-04,Worcester,Massachusetts,25027.0,17348,1183.0
700995,2020-11-05,Barnstable,Massachusetts,25001.0,2089,186.0
700996,2020-11-05,Berkshire,Massachusetts,25003.0,818,52.0
700997,2020-11-05,Bristol,Massachusetts,25005.0,13440,771.0
700998,2020-11-05,Dukes,Massachusetts,25007.0,97,0.0
700999,2020-11-05,Essex,Massachusetts,25009.0,25365,1362.0
701000,2020-11-05,Franklin,Massachusetts,25011.0,495,74.0
701001,2020-11-05,Hampden,Massachusetts,25013.0,10812,830.0
701002,2020-11-05,Hampshire,Massachusetts,25015.0,1580,157.0
701003,2020-11-05,Middlesex,Massachusetts,25017.0,33774,2305.0
701004,2020-11-05,Nantucket,Massachusetts,25019.0,186,1.0
701005,2020-11-05,Norfolk,Massachusetts,25021.0,12394,1118.0
701006,2020-11-05,Plymouth,Massachusetts,25023.0,11929,848.0
701007,2020-11-05,Suffolk,Massachusetts,25025.0,29726,1189.0
701008,2020-11-05,Unknown,Massachusetts,,4804,7.0
701009,2020-11-05,Worcester,Massachusetts,25027.0,17652,1185.0
704237,2020-11-06,Barnstable,Massachusetts,25001.0,2111,186.0
704238,2020-11-06,Berkshire,Massachusetts,25003.0,829,52.0
704239,2020-11-06,Bristol,Massachusetts,25005.0,13657,771.0
704240,2020-11-06,Dukes,Massachusetts,25007.0,98,0.0
704241,2020-11-06,Essex,Massachusetts,25009.0,25741,1364.0
704242,2020-11-06,Franklin,Massachusetts,25011.0,500,74.0
704243,2020-11-06,Hampden,Massachusetts,25013.0,11007,834.0
704244,2020-11-06,Hampshire,Massachusetts,25015.0,1604,158.0
704245,2020-11-06,Middlesex,Massachusetts,25017.0,34142,2310.0
704246,2020-11-06,Nantucket,Massachusetts,25019.0,191,2.0
704247,2020-11-06,Norfolk,Massachusetts,25021.0,12538,1121.0
704248,2020-11-06,Plymouth,Massachusetts,25023.0,12022,848.0
704249,2020-11-06,Suffolk,Massachusetts,25025.0,30062,1191.0
704250,2020-11-06,Unknown,Massachusetts,,4899,23.0
704251,2020-11-06,Worcester,Massachusetts,25027.0,17873,1189.0
707480,2020-11-07,Barnstable,Massachusetts,25001.0,2123,186.0
707481,2020-11-07,Berkshire,Massachusetts,25003.0,838,52.0
707482,2020-11-07,Bristol,Massachusetts,25005.0,13876,773.0
707483,2020-11-07,Dukes,Massachusetts,25007.0,112,0.0
707484,2020-11-07,Essex,Massachusetts,25009.0,26137,1366.0
707485,2020-11-07,Franklin,Massachusetts,25011.0,504,74.0
707486,2020-11-07,Hampden,Massachusetts,25013.0,11188,836.0
707487,2020-11-07,Hampshire,Massachusetts,25015.0,1638,158.0
707488,2020-11-07,Middlesex,Massachusetts,25017.0,34586,2314.0
707489,2020-11-07,Nantucket,Massachusetts,25019.0,194,2.0
707490,2020-11-07,Norfolk,Massachusetts,25021.0,12697,1125.0
707491,2020-11-07,Plymouth,Massachusetts,25023.0,12131,850.0
707492,2020-11-07,Suffolk,Massachusetts,25025.0,30359,1193.0
707493,2020-11-07,Unknown,Massachusetts,,5022,23.0
707494,2020-11-07,Worcester,Massachusetts,25027.0,18171,1194.0
710724,2020-11-08,Barnstable,Massachusetts,25001.0,2139,186.0
710725,2020-11-08,Berkshire,Massachusetts,25003.0,845,52.0
710726,2020-11-08,Bristol,Massachusetts,25005.0,14065,774.0
710727,2020-11-08,Dukes,Massachusetts,25007.0,119,0.0
710728,2020-11-08,Essex,Massachusetts,25009.0,26490,1369.0
710729,2020-11-08,Franklin,Massachusetts,25011.0,507,74.0
710730,2020-11-08,Hampden,Massachusetts,25013.0,11356,838.0
710731,2020-11-08,Hampshire,Massachusetts,25015.0,1659,158.0
710732,2020-11-08,Middlesex,Massachusetts,25017.0,34979,2319.0
710733,2020-11-08,Nantucket,Massachusetts,25019.0,202,2.0
